TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000000540,2024-02-05 11:20:10,1000000035,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000005128,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authentication,Kalgoorlie,0,
1000000541,2024-02-05 11:30:10,1000000002,Purchase,150.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000000123,1000000016,Daniel Lewis,BSB678901,Australia,0.0,Authentication,Australia,0,
1000000542,2024-02-05 11:30:10,1000000005,Transfer,700.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000482,1000000006,James White,BSB678901,Australia,0.0,Authentication,Adelaide,0,
1000000543,2024-02-05 11:30:10,1000000006,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000000602,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authentication,Australia,0,
1000000544,2024-02-05 11:30:10,1000000007,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000000743,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authorisation rule,Hobart,0,
1000000545,2024-02-05 11:30:10,1000000008,Withdrawal,200.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000000854,nil,nil,nil,nil,0.0,Authentication,Darwin,0,
1000000546,2024-02-05 11:30:10,1000000008,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000867,1000000021,Carol Scott,BSB123456,Australia,0.0,Authentication,Australia,0,
1000000547,2024-02-05 11:30:10,1000000009,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000000974,1000000021,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000548,2024-02-05 11:30:10,1000000009,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000001037,1000000021,Carol Scott,BSB123456,Australia,0.0,Authentication,Gold Coast,0,
1000000549,2024-02-05 11:30:10,1000000009,Purchase,50.0,AUD,Grocery Purchase,Completed,Mobile Banking,POS,REF1000001079,1000000012,Mark Wilson,BSB234567,Australia,0.0,Limits,Australia,0,
1000000550,2024-02-05 11:30:10,1000000009,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000001160,1000000020,Kevin Walker,BSB012345,Australia,0.0,Limits,Australia,0,
1000000551,2024-02-05 11:30:10,1000000009,Transfer,20.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000001173,1000000021,Carol Scott,BSB123456,Australia,0.0,Authentication,Australia,0,
1000000552,2024-02-05 11:30:10,1000000012,Purchase,150.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000001584,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Australia,0,
1000000553,2024-02-05 11:30:10,1000000012,Purchase,150.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000001603,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Geelong,0,
1000000554,2024-02-05 11:30:10,1000000012,Purchase,150.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000001657,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authentication,Australia,0,
1000000555,2024-02-05 11:30:10,1000000013,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000001762,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,"Supermarket, Ballarat",0,
1000000556,2024-02-05 11:30:10,1000000013,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000001851,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Australia,0,
1000000557,2024-02-05 11:30:10,1000000013,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000001864,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000558,2024-02-05 11:30:10,1000000013,Purchase,50.0,AUD,Online shopping,Completed,Debit Card,POS,REF1000001879,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000559,2024-02-05 11:30:10,1000000013,Purchase,50.0,AUD,Grocery shopping,Completed,Debit Card,POS,REF1000001894,1000000026,Brian Scott,BSB123461,Australia,0.0,Authentication,Australia,0,
1000000560,2024-02-05 11:30:10,1000000014,Transfer,700.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000001998,1000000035,Deborah Clark,BSB321654,Australia,0.0,Authentication,Toowoomba,0,
1000000561,2024-02-05 11:30:10,1000000014,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000002014,1000000020,WellTrack Fitness,BSB000001,Australia,0.0,Authentication,Australia,0,
1000000562,2024-02-05 11:30:10,1000000014,Bill Payment,50.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000002027,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Australia,0,
1000000563,2024-02-05 11:30:10,1000000014,Purchase,100.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000002069,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000564,2024-02-05 11:30:10,1000000014,Bill Payment,30.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002084,1000000029,Eventura Activities,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000565,2024-02-05 11:30:10,1000000014,Withdrawal,20.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000002111,nil,nil,nil,nil,0.5,Authentication,Australia,0,
1000000566,2024-02-05 11:30:10,1000000015,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000002234,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Australia,0,
1000000567,2024-02-05 11:30:10,1000000016,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000002394,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Australia,0,
1000000568,2024-02-05 11:30:10,1000000016,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000002415,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000569,2024-02-05 11:30:10,1000000018,Purchase,50.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000002633,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000570,2024-02-05 11:30:10,1000000018,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000002705,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Limits,Coffs Harbour,0,
1000000571,2024-02-05 11:30:10,1000000019,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002829,1000000012,LifeCover Providers,BSBUtility,Australia,0.0,Limits,Rockhampton,0,
1000000572,2024-02-05 11:30:10,1000000020,Purchase,200.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000002932,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000000573,2024-02-05 11:30:10,1000000021,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,POS,REF1000003064,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authentication,Wollongong,0,
1000000574,2024-02-05 11:30:10,1000000021,Purchase,150.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003089,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Wollongong,0,
1000000575,2024-02-05 11:30:10,1000000021,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000003181,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authentication,Wollongong,0,
1000000576,2024-02-05 11:30:10,1000000021,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000003209,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authentication,Australia,0,
1000000577,2024-02-05 11:30:10,1000000021,Purchase,50.0,AUD,Online Shopping,Completed,Credit Card,POS,REF1000003224,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Limits,Wollongong,0,
1000000578,2024-02-05 11:30:10,1000000021,Bill Payment,50.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000003244,1000000011,MoveSmart Logistics,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000579,2024-02-05 11:30:10,1000000022,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003385,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000000580,2024-02-05 11:30:10,1000000023,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000003502,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authentication,Newcastle,0,
1000000581,2024-02-05 11:30:10,1000000025,Bill Payment,100.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000003754,1000000039,Dorothy White,BSB123123,Australia,0.0,Authentication,Australia,0,
1000000582,2024-02-05 11:30:10,1000000025,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000003769,1000000032,Gary Martin,BSB654321,Australia,0.0,Limits,Australia,0,
1000000583,2024-02-05 11:30:10,1000000025,Bill Payment,100.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000003782,1000000044,EcoFuel Systems,BSB000001,Australia,0.0,Limits,Australia,0,
1000000584,2024-02-05 11:30:10,1000000026,Bill Payment,50.0,AUD,Electricity bill payment,Completed,Online Banking,Online Banking,REF1000003892,1000000039,FriendZone Socials,BSBUtility,Australia,0.0,Authentication,Australia,0,
1000000585,2024-02-05 11:30:10,1000000026,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000003949,1000000039,Dorothy White,BSB123123,Australia,0.0,Limits,Australia,0,
1000000586,2024-02-05 11:30:10,1000000026,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003962,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Limits,Australia,0,
1000000587,2024-02-05 11:30:10,1000000027,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000004123,1000000039,Dorothy White,BSB123123,Australia,0.0,Limits,CoffsHarbour,0,
1000000588,2024-02-05 11:30:10,1000000028,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000004241,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Tamworth,0,
1000000589,2024-02-05 11:30:10,1000000029,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000004374,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Geraldton,0,
1000000590,2024-02-05 11:30:10,1000000029,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000004388,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Geraldton,0,
1000000591,2024-02-05 11:30:10,1000000029,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000004393,1000000020,HomeHelper Services,SWIFT1234,Australia,0.0,Limits,Australia,0,
1000000592,2024-02-05 11:30:10,1000000030,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000004493,1000000021,Carol Scott,BSB123456,Australia,0.0,Limits,Wollongong,0,
1000000593,2024-02-05 11:30:10,1000000031,Withdrawal,300.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000004613,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000594,2024-02-05 11:30:10,1000000033,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000004873,1000000012,LittleSteps Education,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000595,2024-02-05 11:30:10,1000000035,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000005097,1000000043,Laura Anderson,BSB345678,Australia,0.0,Authentication,Kalgoorlie,0,
1000000596,2024-02-05 11:30:10,1000000035,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000005112,1000000028,Paul Harris,BSB123463,Australia,0.0,Limits,Kalgoorlie,0,
1000000597,2024-02-05 11:30:10,1000000036,Withdrawal,700.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000005289,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000598,2024-02-05 11:30:10,1000000037,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000005392,1000000039,MediSure Clinic,UtilityBankID,Australia,0.0,Limits,Albany,0,
1000000599,2024-02-05 11:30:10,1000000039,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000005633,1000000044,HomeCircle Assistance,ElectricityBankID,Australia,0.0,Limits,Australia,0,
1000000600,2024-02-05 11:30:10,1000000040,Purchase,200.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000005753,1000000026,Brian Scott,BSB123461,Australia,0.0,Authentication,Melbourne,0,
1000000601,2024-02-05 11:30:10,1000000041,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000005872,1000000023,TravelTrek Agencies,UtilityBankID,Australia,0.0,Authentication,Perth,0,
1000000602,2024-02-05 11:30:10,1000000043,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000006112,1000000020,Kevin Walker,BSB012345,Australia,0.0,Authentication,Hobart,0,
1000000603,2024-02-05 11:30:10,1000000043,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000006124,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000604,2024-02-05 11:30:10,1000000043,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000006141,1000000004,GasoLink Enterprises,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000605,2024-02-05 11:30:10,1000000045,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000006383,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authentication,Gold Coast,0,
1000000606,2024-02-05 11:30:10,1000000045,Withdrawal,300.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000006398,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000607,2024-02-05 11:30:10,1000000045,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000006483,1000000009,AquaPurify Co.,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000608,2024-02-05 11:30:10,1000000045,Bill Payment,50.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000006564,1000000002,FlameBridge Utilities,SWIFT1234,Australia,0.0,Authentication,Australia,0,
1000000609,2024-02-05 11:30:10,1000000045,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,POS,REF1000006583,1000000011,Lisa Davis,BSB123456,Australia,0.0,Authentication,Australia,0,
1000000610,2024-02-05 11:30:10,1000000046,Purchase,50.0,AUD,Online Shopping,Completed,Electronic Transfer,Online Banking,REF1000006683,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Australia,0,
1000000611,2024-02-05 11:30:10,1000000046,Bill Payment,50.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000006744,1000000045,PlayPeak Studios,ElectricityBankID,Australia,0.0,Limits,Australia,0,
1000000612,2024-02-05 11:30:10,1000000046,Transfer,200.0,AUD,Friendship Transfer,Completed,Online Banking,Online Banking,REF1000006793,1000000031,Betty Thomas,BSB123456,Australia,0.0,Limits,Canberra,0,
1000000613,2024-02-05 11:30:10,1000000046,Transfer,200.0,AUD,Friendship Loan Repayment,Completed,Online Banking,Online Banking,REF1000006834,1000000020,Kevin Walker,BSB012345,Australia,0.0,Authentication,Canberra,0,
1000000614,2024-02-05 11:30:10,1000000046,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000006853,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000000615,2024-02-05 11:30:10,1000000047,Bill Payment,150.0,AUD,Electricity bill payment,Completed,Online Banking,Online Banking,REF1000006954,1000000035,Deborah Clark,BSB321654,Australia,0.0,Authentication,Australia,0,
1000000616,2024-02-05 11:30:10,1000000049,Purchase,50.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000007193,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000000617,2024-02-05 11:30:10,1000000049,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000007253,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Australia,0,
1000000618,2024-02-05 11:30:10,1000000050,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000007374,1000000026,Brian Scott,BSB123461,Australia,0.0,Authentication,Perth,0,
1000000619,2024-02-05 11:30:10,1000000050,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000007388,1000000026,Brian Scott,BSB123461,Australia,0.0,Authentication,Perth,0,
1000000620,2024-02-05 11:30:10,1000000050,Withdrawal,300.0,AUD,ATM Withdrawal,Completed,ATM,ATM,REF1000007392,nil,nil,nil,nil,0.0,Authentication,Perth,0,
1000000621,2024-02-05 11:45:20,1000000003,Purchase,100.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000000263,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Australia,0,
1000000622,2024-02-05 11:45:20,1000000007,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000722,1000000021,Carol Scott,BSB123456,Australia,0.0,Limits,Wollongong,0,
1000000623,2024-02-05 11:45:20,1000000010,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000001343,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Cairns,0,
1000000624,2024-02-05 11:45:20,1000000013,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000001774,1000000022,Joseph Young,BSB123457,Australia,0.0,Authentication,Ballarat,0,
1000000625,2024-02-05 11:45:20,1000000014,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,POS,REF1000002039,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Australia,0,
1000000626,2024-02-05 11:45:20,1000000015,Purchase,100.0,AUD,Online Shopping,Completed,Electronic Transfer,Online Banking,REF1000002266,1000000023,Sharon Hall,BSB123458,Australia,0.0,Authentication,Australia,0,
1000000627,2024-02-05 11:45:20,1000000025,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000003742,1000000035,Deborah Clark,BSB321654,Australia,0.0,Authentication,Australia,0,
1000000628,2024-02-05 11:45:20,1000000044,Transfer,1000.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000006275,1000000035,Deborah Clark,BSB321654,Australia,0.0,Authentication,Darwin,0,
1000000629,2024-02-05 11:45:20,1000000046,Transfer,300.0,AUD,Friend Transfer,Completed,Electronic Transfer,Online Banking,REF1000006774,1000000025,Amy King,BSB123460,Australia,0.0,Authorisation rule,Australia,0,
1000000630,2024-02-05 11:45:20,1000000047,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000006975,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Limits,Australia,0,
1000000631,2024-02-05 11:45:22,1000000001,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000000023,1000000004,David Wilson,BSB456789,Australia,0.0,Limits,Australia,0,
1000000632,2024-02-05 11:45:22,1000000003,Transfer,700.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000243,1000000006,James White,BSB678901,Australia,0.0,Authentication,Brisbane,0,
1000000633,2024-02-05 11:45:22,1000000004,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000000363,1000000031,WellTrack Fitness,SWIFT1234,Australia,0.0,Limits,Australia,0,
1000000634,2024-02-05 11:45:22,1000000009,Bill Payment,50.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000000986,1000000013,FriendZone Socials,ElectricityBankID,Australia,0.0,Limits,Gold Coast,0,
1000000635,2024-02-05 11:45:22,1000000009,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000001067,1000000010,John Miller,BSB012345,Australia,0.0,Limits,Gold Coast,0,
1000000636,2024-02-05 11:45:22,1000000010,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000001282,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Cairns,0,
1000000637,2024-02-05 11:45:22,1000000011,Purchase,100.0,AUD,Online Shopping,Completed,Credit Card,POS,REF1000001463,1000000004,David Wilson,BSB456789,Australia,0.0,Limits,Australia,0,
1000000638,2024-02-05 11:45:22,1000000011,Purchase,100.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000001477,1000000004,David Wilson,BSB456789,Australia,0.0,Limits,Australia,0,
1000000639,2024-02-05 11:45:22,1000000011,Purchase,50.0,AUD,Online Shopping,Completed,Credit Card,POS,REF1000001482,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000640,2024-02-05 11:45:22,1000000012,Withdrawal,100.0,AUD,Cash withdrawal,Completed,ATM,ATM,REF1000001615,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000641,2024-02-05 11:45:22,1000000012,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000001643,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Geelong,0,
1000000642,2024-02-05 11:45:22,1000000015,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002215,1000000046,FlameBridge Utilities,BSBUtility123,Australia,0.0,Limits,Australia,0,
1000000643,2024-02-05 11:45:22,1000000015,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002229,1000000035,TransitPro Transport,BSBUtility123,Australia,0.0,Limits,Australia,0,
1000000644,2024-02-05 11:45:22,1000000015,Purchase,50.0,AUD,Online Shopping,Completed,Electronic Transfer,Online Banking,REF1000002245,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000000645,2024-02-05 11:45:22,1000000015,Purchase,100.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000002275,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Australia,0,
1000000646,2024-02-05 11:45:22,1000000015,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002290,1000000031,HomeCircle Assistance,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000647,2024-02-05 11:45:22,1000000017,Purchase,150.0,AUD,Online Shopping,Completed,Mobile Banking,POS,REF1000002513,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Launceston,0,
1000000648,2024-02-05 11:45:22,1000000019,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002814,1000000040,JobJet Careers,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000649,2024-02-05 11:45:22,1000000021,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003052,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Australia,0,
1000000650,2024-02-05 11:45:22,1000000021,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003076,1000000024,David Wilson,BSB456789,Australia,0.0,Limits,Australia,0,
1000000651,2024-02-05 11:45:22,1000000021,Purchase,50.0,AUD,Grocery Purchase,Completed,Mobile Banking,POS,REF1000003101,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Limits,Australia,0,
1000000652,2024-02-05 11:45:22,1000000021,Transfer,300.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000003194,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Limits,Australia,0,
1000000653,2024-02-05 11:45:22,1000000022,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000003397,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000000654,2024-02-05 11:45:22,1000000024,Bill Payment,100.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000003623,1000000028,CivicConnect Administration,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000655,2024-02-05 11:45:22,1000000026,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000003904,1000000014,EcoFuel Systems,N/A,Australia,0.0,Authentication,Australia,0,
1000000656,2024-02-05 11:45:22,1000000026,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000003921,1000000049,AutoPilot Cars,ElectricityBankID,Australia,0.0,Limits,Australia,0,
1000000657,2024-02-05 11:45:22,1000000026,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000003934,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authentication,Australia,0,
1000000658,2024-02-05 11:45:22,1000000026,Bill Payment,50.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000003980,1000000045,Kathleen Davis,BSB567890,Australia,0.0,Authentication,Australia,0,
1000000659,2024-02-05 11:45:22,1000000026,Bill Payment,50.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000003993,1000000023,PulseWeb Connectivity,BSBUtility,Australia,0.0,Limits,Australia,0,
1000000660,2024-02-05 11:45:22,1000000027,Purchase,150.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000004103,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authorisation rule,Australia,0,
1000000661,2024-02-05 11:45:22,1000000028,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000004250,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Australia,0,
1000000662,2024-02-05 11:45:22,1000000028,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000004263,1000000032,Gary Martin,BSB654321,Australia,0.0,Limits,Australia,0,
1000000663,2024-02-05 11:45:22,1000000031,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000004626,1000000024,Brandon Miller,BSB456789,Australia,0.0,Authentication,Australia,0,
1000000664,2024-02-05 11:45:22,1000000031,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000004638,1000000024,Brandon Miller,BSB456789,Australia,0.0,Authentication,Australia,0,
1000000665,2024-02-05 11:45:22,1000000032,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000004733,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Lismore,0,
1000000666,2024-02-05 11:45:22,1000000033,Purchase,50.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000004852,1000000043,Laura Anderson,BSB345678,Australia,0.0,Limits,Australia,0,
1000000667,2024-02-05 11:45:22,1000000033,Purchase,50.0,AUD,Bookstore,Completed,Debit Card,POS,REF1000004866,1000000057,Jessica Robinson,BSB123654,Australia,0.0,Limits,Australia,0,
1000000668,2024-02-05 11:45:22,1000000034,Purchase,50.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000004972,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authentication,Busselton,0,
1000000669,2024-02-05 11:45:22,1000000034,Purchase,100.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000004984,1000000020,Kevin Walker,BSB012345,Australia,0.0,Limits,Australia,0,
